"Contig_number","Mapped_Reads_Number"
"NODE_2033_length_4781_cov_4.119551||full",227
"NODE_16766_length_1093_cov_2.034682||full",19
"NODE_18000_length_1045_cov_2.697980||full",29
"NODE_17849_length_1051_cov_1.570281||full",18
"NODE_170_length_17453_cov_9.629728||full",1891
"NODE_4332_length_2739_cov_2.710134||full",108
"NODE_275_length_14569_cov_11.563180||full",1766
"NODE_6686_length_1998_cov_3.359753||lt2gene",90
"NODE_10226_length_1497_cov_7.996533||full",161
"NODE_17042_length_1082_cov_2.424537||full",26
"NODE_8619_length_1682_cov_3.160418||full",61
"NODE_5399_length_2337_cov_3.123138||full",76
"NODE_16514_length_1104_cov_1.892278||full",15
"NODE_7454_length_1848_cov_7.924149||full",158
"NODE_16761_length_1093_cov_3.052023||lt2gene",35
"NODE_10708_length_1453_cov_17.980687||full",302
"NODE_5570_length_2280_cov_13.131685||full",208
"NODE_1646_length_5469_cov_4.537865||full_1",135
"NODE_14477_length_1197_cov_2.101576||full",25
"NODE_17851_length_1050_cov_10.373869||full",132
"NODE_3272_length_3357_cov_3.151423||full",118
"NODE_17540_length_1064_cov_2.528246||lt2gene",61
"NODE_4498_length_2666_cov_3.000766||full",86
"NODE_10365_length_1485_cov_2.751748||full",41
"NODE_18243_length_1037_cov_2.597760||lt2gene",27
"NODE_232_length_15579_cov_5.833290||full_1",707
"NODE_7_length_41633_cov_7.165881||full",3193
"NODE_1885_length_5035_cov_10.305622||full",733
"NODE_1187_length_6823_cov_6.972961||full",529
"NODE_12667_length_1303_cov_4.230769||full",79
"NODE_7614_length_1824_cov_2.927643||full",56
"NODE_8447_length_1705_cov_25.213333||full",434
"NODE_4206_length_2795_cov_10.976642||full",364
"NODE_14454_length_1198_cov_2.855643||full",34
"NODE_5759_length_2230_cov_3.702069||full",89
"NODE_14273_length_1206_cov_5.854909||full",87
"NODE_14750_length_1183_cov_3.397163||full",56
"NODE_4490_length_2670_cov_3.421033||full",95
"NODE_16231_length_1115_cov_3.984906||lt2gene",56
"NODE_16651_length_1099_cov_1.800766||lt2gene",22
"NODE_13718_length_1239_cov_3.974662||full",54
"NODE_102_length_20883_cov_15.807903||full",4814
"NODE_5738_length_2234_cov_2.357503||full",65
"NODE_7187_length_1898_cov_6.475312||full",152
"NODE_3133_length_3465_cov_2.765689||full",106
"NODE_5333_length_2355_cov_5.866522||full",224
"NODE_2519_length_4076_cov_3.367570||full",187
"NODE_10507_length_1472_cov_1.628793||full",25
"NODE_12989_length_1283_cov_3.662052||full",47
"NODE_12737_length_1297_cov_4.864734||full",78
"NODE_12589_length_1308_cov_2.044693||full",22
"NODE_18760_length_1017_cov_3.147609||full",30
"NODE_18129_length_1041_cov_2.418864||full",24
"NODE_6016_length_2158_cov_4.598193||full",186
"NODE_14997_length_1171_cov_3.666667||full",62
"NODE_5345_length_2352_cov_2.568132||full",65
"NODE_11064_length_1422_cov_5.350402||lt2gene",80
"NODE_15896_length_1129_cov_3.200186||full",36
"NODE_12619_length_1306_cov_3.069544||full",40
"NODE_8329_length_1723_cov_2.571343||full",51
"NODE_6345_length_2072_cov_2.807635||full",61
"NODE_14094_length_1217_cov_2.333907||full",32
"NODE_11867_length_1360_cov_1.819923||full",26
"NODE_19144_length_1005_cov_2.172632||full",25
"NODE_111_length_20358_cov_11.467074||full",2482
"NODE_582_length_10207_cov_7.139972||full",797
"NODE_5474_length_2311_cov_2.632092||full",78
"NODE_5955_length_2174_cov_4.360547||full",107
"NODE_15184_length_1162_cov_3.014453||lt2gene",40
"NODE_15587_length_1143_cov_2.736213||full",34
"NODE_18448_length_1029_cov_1.871663||full",20
"NODE_6372_length_2062_cov_13.024415||full",334
"NODE_4241_length_2781_cov_2.986060||full",85
"NODE_13068_length_1278_cov_15.758790||full",369
"NODE_5855_length_2202_cov_6.008384||full",137
"NODE_7014_length_1933_cov_3.648562||full",76
"NODE_4480_length_2676_cov_3.177795||full",90
"NODE_15297_length_1156_cov_2.877384||lt2gene",33
"NODE_9302_length_1593_cov_2.710663||full",42
"NODE_6695_length_1996_cov_3.635755||full",44
"NODE_8052_length_1760_cov_4.042815||full",69
"NODE_9535_length_1567_cov_2.458333||full",40
"NODE_5057_length_2443_cov_2.853434||full",71
"NODE_11605_length_1379_cov_3.413142||full",59
"NODE_10866_length_1440_cov_3.877978||full",43
"NODE_10431_length_1479_cov_2.387640||full",137
"NODE_3_length_62062_cov_11.038899||full",7253
"NODE_1806_length_5183_cov_6.770086||full",376
"NODE_12275_length_1330_cov_7.513725||full",107
"NODE_12548_length_1311_cov_2.980892||lt2gene",53
"NODE_10084_length_1511_cov_1.803571||lt2gene",43
"NODE_9890_length_1530_cov_2.824407||full",42
"NODE_5866_length_2198_cov_1.984601||full",73
"NODE_11170_length_1414_cov_2.263429||full",60
"NODE_5681_length_2251_cov_5.142077||full",121
"NODE_13890_length_1228_cov_3.757886||full",50
"NODE_8140_length_1747_cov_3.939716||full",77
"NODE_5450_length_2318_cov_2.878922||full",80
"NODE_13821_length_1233_cov_1.887097||full",25
"NODE_15913_length_1129_cov_1.513035||full",21
"NODE_1_length_95663_cov_130.519141||full",130776
"NODE_853_length_8410_cov_6.027050||full",543
"NODE_1118_length_7087_cov_4.440415||full",365
"NODE_6973_length_1941_cov_4.681336||full",99
"NODE_7501_length_1841_cov_3.877940||full",67
"NODE_17286_length_1072_cov_4.841691||full",28
"NODE_9188_length_1607_cov_3.963918||full",67
"NODE_18785_length_1017_cov_1.466736||full",16
"NODE_10395_length_1482_cov_11.634198||full",142
"NODE_1597_length_5611_cov_6.044636||full",442
"NODE_2511_length_4090_cov_3.885750||full",184
"NODE_12310_length_1328_cov_4.977219||lt2gene",76
"NODE_8498_length_1699_cov_4.262774||full",85
"NODE_2459_length_4146_cov_3.817893||full",180
"NODE_3251_length_3374_cov_12.203073||full_1",45
"NODE_18618_length_1022_cov_4.157187||full",110
"NODE_8678_length_1674_cov_16.186535||full",329
"NODE_10356_length_1486_cov_3.110412||full",47
"NODE_12399_length_1322_cov_2.666930||lt2gene",61
"NODE_17951_length_1047_cov_2.127016||lt2gene",26
"NODE_9846_length_1534_cov_3.215010||full",61
"NODE_7281_length_1881_cov_3.451807||full",69
"NODE_12798_length_1294_cov_2.774818||full",38
"NODE_14453_length_1198_cov_2.860892||lt2gene",38
"NODE_792_length_8795_cov_7.758467||full",733
"NODE_2163_length_4541_cov_9.990860||full",661
"NODE_38_length_27653_cov_7.698746||full",2355
"NODE_2874_length_3696_cov_11.412799||full",735
"NODE_138_length_18615_cov_5.261961||full",1110
"NODE_2230_length_4420_cov_13.594044||full",672
"NODE_14396_length_1201_cov_2.986911||full",31
"NODE_4517_length_2658_cov_5.077987||full",146
"NODE_17378_length_1069_cov_4.907298||full",65
"NODE_3222_length_3396_cov_3.173900||full",148
"NODE_10984_length_1430_cov_3.095273||lt2gene",45
"NODE_18099_length_1042_cov_2.528875||full",38
"NODE_74_length_22979_cov_11.883397||full",2856
"NODE_1141_length_7008_cov_13.541637||full",1009
"NODE_5002_length_2465_cov_6.658506||full",977
"NODE_5517_length_2299_cov_5.201426||full",163
"NODE_3459_length_3228_cov_2.903246||full",109
"NODE_1934_length_4936_cov_9.491703||full",802
"NODE_6909_length_1953_cov_6.056375||full",142
"NODE_6994_length_1937_cov_27.613177||full",365
"NODE_9960_length_1522_cov_5.475119||full",93
"NODE_16602_length_1100_cov_3.545455||lt2gene",46
"NODE_15879_length_1130_cov_2.515349||full",31
"NODE_12051_length_1345_cov_2.793023||full",43
"NODE_11955_length_1352_cov_1.949113||full",29
"NODE_361_length_13153_cov_23.266300||full",3947
"NODE_1761_length_5282_cov_12.314329||full",750
"NODE_151_length_18083_cov_5.859164||full",1324
"NODE_13329_length_1263_cov_3.062086||full",35
"NODE_2996_length_3602_cov_3.706794||full_1",323
"NODE_5633_length_2265_cov_4.739819||full",198
"NODE_3215_length_3403_cov_6.060932||full",232
"NODE_4462_length_2683_cov_4.939878||full",148
"NODE_7830_length_1791_cov_2.445853||full",51
"NODE_12926_length_1287_cov_2.482955||lt2gene",32
"NODE_18942_length_1011_cov_4.937238||lt2gene",50
"NODE_381_length_12803_cov_38.033182||full_1",4743
"NODE_221_length_15773_cov_17.302010||full",2930
"NODE_4618_length_2618_cov_3.334764||full",111
"NODE_7056_length_1924_cov_2.977528||full",63
"NODE_7559_length_1831_cov_2.972973||full",55
"NODE_6581_length_2018_cov_5.702496||full",136
"NODE_5329_length_2357_cov_3.411816||full",92
"NODE_3786_length_3018_cov_6.297671||full",198
"NODE_11541_length_1385_cov_2.381955||lt2gene",49
"NODE_18193_length_1039_cov_2.146341||full",26
"NODE_11999_length_1348_cov_4.419180||full",78
"NODE_13314_length_1264_cov_1.907361||full",27
"NODE_17356_length_1070_cov_3.404926||full",36
"NODE_15415_length_1151_cov_1.574818||full",18
"NODE_10449_length_1477_cov_3.781997||full",103
"NODE_7680_length_1812_cov_3.068298||full",55
"NODE_3684_length_3083_cov_14.434280||full",491
"NODE_17640_length_1060_cov_2.432836||lt2gene",38
"NODE_8158_length_1743_cov_12.272512||lt2gene",233
"NODE_1315_length_6363_cov_7.004914||full",468
"NODE_5459_length_2315_cov_5.134956||full",86
"NODE_5157_length_2411_cov_4.620968||full",114
"NODE_11339_length_1401_cov_3.426449||full",66
"NODE_17165_length_1077_cov_19.311155||full",257
"NODE_16299_length_1113_cov_2.317580||full",26
"NODE_1330_length_6298_cov_14.324684||full",952
"NODE_6439_length_2049_cov_2.621866||full",55
"NODE_15174_length_1163_cov_1.906137||full",23
"NODE_1550_length_5708_cov_7.076773||full",450
"NODE_8024_length_1764_cov_2.532475||lt2gene",55
"NODE_11791_length_1365_cov_2.673282||full",45
"NODE_6968_length_1942_cov_3.342872||full",78
"NODE_14055_length_1219_cov_2.258591||full",45
"NODE_1942_length_4930_cov_19.306051||full",998
"NODE_9243_length_1601_cov_2.358991||full",39
"NODE_1709_length_5366_cov_6.469591||full_1",297
"NODE_11749_length_1368_cov_3.716679||full",52
"NODE_2577_length_4004_cov_3.465181||full",151
"NODE_11530_length_1386_cov_3.188580||full",69
"NODE_8508_length_1698_cov_3.069994||full",67
"NODE_3832_length_2989_cov_3.558282||full",118
"NODE_9427_length_1578_cov_2.401838||full",46
"NODE_8273_length_1728_cov_2.925882||full",61
"NODE_6903_length_1955_cov_31.040000||full",675
"NODE_4626_length_2616_cov_2.771183||full",95
"NODE_9760_length_1543_cov_1.695565||full",27
"NODE_741_length_9105_cov_4.193039||full",439
"NODE_2743_length_3822_cov_3.512875||full",148
"NODE_7449_length_1849_cov_2.792642||lt2gene",66
"NODE_7045_length_1926_cov_3.192410||full",63
"NODE_8511_length_1697_cov_3.648599||lt2gene",64
"NODE_16322_length_1112_cov_2.179754||full",31
"NODE_8297_length_1726_cov_3.994016||full",115
"NODE_9821_length_1537_cov_1.401484||full",33
"NODE_8213_length_1736_cov_3.072576||full",86
"NODE_1152_length_6986_cov_4.813447||full",479
"NODE_8054_length_1760_cov_3.447507||lt2gene",66
"NODE_10325_length_1488_cov_5.200279||full",98
"NODE_6488_length_2040_cov_2.406045||full",50
"NODE_19071_length_1007_cov_2.934874||lt2gene",104
"NODE_11428_length_1394_cov_3.349515||full",60
"NODE_8051_length_1760_cov_4.512610||full",101
"NODE_4002_length_2895_cov_3.563028||full",101
"NODE_7551_length_1832_cov_5.651097||full",127
"NODE_15880_length_1130_cov_2.423256||full",29
"NODE_2188_length_4496_cov_15.555731||full",866
"NODE_13_length_38213_cov_14.674223||full_1",4995
"NODE_9314_length_1591_cov_7.048828||full",121
"NODE_130_length_18883_cov_15.224028||full",3465
"NODE_980_length_7704_cov_6.385933||full",538
"NODE_3860_length_2970_cov_5.502573||full",241
"NODE_14513_length_1195_cov_2.269298||lt2gene",29
"NODE_2516_length_4084_cov_5.222139||full",283
"NODE_7837_length_1790_cov_3.148127||full",53
"NODE_11750_length_1368_cov_3.582635||full",49
"NODE_12119_length_1340_cov_3.612451||full",55
"NODE_8594_length_1685_cov_5.198773||full",107
"NODE_13614_length_1246_cov_2.821159||full",36
"NODE_2982_length_3608_cov_9.068956||full",376
"NODE_1292_length_6471_cov_6.270262||full",455
"NODE_1447_length_5965_cov_9.293063||full",700
"NODE_4876_length_2512_cov_8.112332||full",286
"NODE_2149_length_4563_cov_8.038154||full",381
"NODE_3447_length_3236_cov_4.895630||full",165
"NODE_7275_length_1882_cov_3.910235||lt2gene",78
"NODE_2947_length_3639_cov_3.585379||full",153
"NODE_14594_length_1191_cov_2.873239||lt2gene",36
"NODE_14992_length_1172_cov_1.894360||lt2gene",26
"NODE_17361_length_1070_cov_2.888670||full",32
"NODE_11531_length_1386_cov_3.095417||full",44
"NODE_1344_length_6252_cov_29.122317||full",1927
"NODE_4053_length_2864_cov_2.103596||full",74
"NODE_7955_length_1775_cov_3.183140||full",71
"NODE_7672_length_1814_cov_2.827175||full",55
"NODE_7811_length_1794_cov_2.625647||full",62
"NODE_3907_length_2949_cov_23.739115||full",641
"NODE_17893_length_1049_cov_2.564386||full",28
"NODE_4754_length_2560_cov_3.340120||full",89
"NODE_18917_length_1012_cov_3.210031||full",32
"NODE_13983_length_1222_cov_3.620394||full",57
"NODE_2677_length_3895_cov_28.264323||full",1197
"NODE_294_length_14290_cov_19.612294||full",3086
"NODE_4966_length_2478_cov_3.689641||full",94
"NODE_3627_length_3113_cov_20.250491||full",702
"NODE_3422_length_3255_cov_4.641563||full",180
"NODE_7755_length_1801_cov_12.967927||full",252
"NODE_9156_length_1611_cov_4.669666||full",114
"NODE_3953_length_2924_cov_3.383757||full",104
"NODE_7878_length_1785_cov_3.441040||lt2gene",76
"NODE_5224_length_2392_cov_2.670946||full",67
"NODE_6264_length_2093_cov_2.736506||full",69
"NODE_9871_length_1532_cov_3.276913||full",51
"NODE_7658_length_1816_cov_3.772288||full",70
"NODE_10254_length_1495_cov_3.437500||full",54
"NODE_16499_length_1104_cov_3.157293||full",36
"NODE_7609_length_1824_cov_6.271340||full",147
"NODE_3529_length_3179_cov_4.740077||full_1",127
"NODE_9923_length_1526_cov_5.286200||full",81
"NODE_14115_length_1216_cov_2.102498||full",64
"NODE_6543_length_2027_cov_4.609026||lt2gene",100
"NODE_13980_length_1222_cov_14.871465||full",137
"NODE_12319_length_1328_cov_2.527101||full",46
"NODE_526_length_10885_cov_22.997599||full",2769
"NODE_2824_length_3739_cov_10.652823||full",400
"NODE_3373_length_3290_cov_4.624111||full",168
"NODE_6908_length_1953_cov_6.258166||full",113
"NODE_3800_length_3010_cov_3.156007||full",99
"NODE_7203_length_1896_cov_2.972298||full",71
"NODE_6041_length_2152_cov_3.450167||full",75
"NODE_10174_length_1502_cov_2.441603||full",38
"NODE_10359_length_1486_cov_2.658980||full",65
"NODE_8784_length_1660_cov_2.194393||full",38
"NODE_6032_length_2155_cov_3.186667||lt2gene",79
"NODE_11403_length_1397_cov_1.969449||full",46
"NODE_9206_length_1605_cov_2.477419||full",42
"NODE_4970_length_2477_cov_3.463666||full",88
"NODE_2517_length_4079_cov_5.966203||full",275
"NODE_4351_length_2732_cov_2.608517||full",97
"NODE_15513_length_1146_cov_14.117324||full",139
"NODE_14343_length_1204_cov_2.115753||full",26
"NODE_3865_length_2967_cov_23.538118||full",851
"NODE_5114_length_2424_cov_4.478683||full",92
"NODE_16563_length_1102_cov_2.345750||full",34
"NODE_15262_length_1158_cov_3.307344||full",38
"NODE_16894_length_1088_cov_2.577928||lt2gene",57
"NODE_18294_length_1035_cov_2.436735||full",37
"NODE_10728_length_1452_cov_4.087330||full",90
"NODE_13732_length_1238_cov_3.775148||lt2gene",49
"NODE_18506_length_1026_cov_2.687951||full",30
"NODE_4312_length_2750_cov_7.098330||full",232
"NODE_7912_length_1780_cov_8.630145||full",160
"NODE_12734_length_1298_cov_2.008045||full",38
"NODE_13647_length_1244_cov_2.502944||full",33
"NODE_11901_length_1356_cov_3.113759||full",46
"NODE_4951_length_2483_cov_2.558484||full",66
"NODE_9515_length_1568_cov_4.886319||full",178
"NODE_7618_length_1823_cov_3.312217||full",69
"NODE_5682_length_2250_cov_4.901595||lt2gene",270
"NODE_11096_length_1419_cov_61.986070||full",89
"NODE_12265_length_1331_cov_3.083856||full",57
"NODE_810_length_8639_cov_9.013048||full",805
"NODE_12484_length_1316_cov_3.878668||full",83
"NODE_4889_length_2505_cov_4.830204||full",135
"NODE_7240_length_1889_cov_2.944929||full",60
"NODE_10508_length_1471_cov_12.396893||lt2gene",270
"NODE_3999_length_2895_cov_28.100704||full",872
"NODE_10433_length_1478_cov_15.415320||full",234
"NODE_3084_length_3517_cov_2.717215||full",110
"NODE_6537_length_2029_cov_2.569909||full",54
"NODE_388_length_12637_cov_11.723494||full",1537
"NODE_239_length_15408_cov_370.018693||full",59221
"NODE_706_length_9340_cov_6.580722||full",669
"NODE_2785_length_3774_cov_28.233934||full",1341
"NODE_6480_length_2040_cov_6.633249||full",157
"NODE_5848_length_2205_cov_4.692558||full",109
"NODE_6400_length_2057_cov_7.619880||full",178
"NODE_4382_length_2719_cov_3.344595||full",96
"NODE_10163_length_1503_cov_3.175414||lt2gene",57
"NODE_11114_length_1417_cov_6.342878||full",89
"NODE_1046_length_7393_cov_10.546334||full",827
"NODE_16262_length_1114_cov_3.182247||full",42
"NODE_17679_length_1058_cov_2.565304||full",27
"NODE_15775_length_1135_cov_2.698148||full",66
"NODE_17116_length_1079_cov_2.605469||lt2gene",36
"NODE_12574_length_1308_cov_22.070231||full",305
"NODE_15449_length_1149_cov_2.798903||lt2gene",32
"NODE_6462_length_2046_cov_2.603717||lt2gene",58
"NODE_7432_length_1851_cov_38.528396||full",886
"NODE_10713_length_1453_cov_4.187411||full",76
"NODE_3934_length_2934_cov_12.510247||full",336
"NODE_1974_length_4865_cov_3.226611||full",189
"NODE_17228_length_1074_cov_15.941119||lt2gene",333
"NODE_9917_length_1527_cov_2.934103||full",45
"NODE_7907_length_1781_cov_2.485516||full",45
"NODE_11325_length_1402_cov_3.910913||full",56
"NODE_12453_length_1318_cov_5.521774||full",138
"NODE_11634_length_1377_cov_2.323752||full",42
"NODE_1320_length_6350_cov_14.037649||full",929
"NODE_284_length_14497_cov_17.351475||full",2840
"NODE_11513_length_1388_cov_1.950488||full_1",20
"NODE_7069_length_1922_cov_2.505088||lt2gene",51
"NODE_6104_length_2137_cov_2.058117||full",53
"NODE_8926_length_1641_cov_1.934426||full",32
"NODE_8968_length_1635_cov_33.603165||full",455
"NODE_8175_length_1741_cov_4.571767||full",86
"NODE_16666_length_1098_cov_2.863854||lt2gene",37
"NODE_13655_length_1243_cov_17.008418||full",283
"NODE_5726_length_2236_cov_4.846859||full_1",76
"NODE_13819_length_1233_cov_2.281834||lt2gene",28
"NODE_14523_length_1194_cov_2.859526||full",35
"NODE_14001_length_1222_cov_1.821765||full",23
"NODE_17319_length_1072_cov_1.468043||lt2gene",60
"NODE_29_length_30331_cov_26.595653||full",8492
"NODE_18854_length_1014_cov_2.921794||full",30
"NODE_12097_length_1342_cov_2.759907||lt2gene",37
"NODE_2991_length_3603_cov_3.478298||lt2gene",136
"NODE_13296_length_1265_cov_2.380165||full",30
"NODE_18555_length_1024_cov_7.733746||full",79
"NODE_15972_length_1127_cov_2.149254||full",26
"NODE_3697_length_3072_cov_3.400398||full",112
"NODE_949_length_7863_cov_15.814549||full",1314
"NODE_1809_length_5180_cov_3.379317||full",199
"NODE_5506_length_2302_cov_4.943035||full",173
"NODE_14566_length_1192_cov_3.698329||full",49
"NODE_3921_length_2941_cov_4.226958||full",265
"NODE_7937_length_1777_cov_7.057491||full",105
"NODE_18670_length_1020_cov_5.769948||full",58
"NODE_7423_length_1854_cov_3.352974||lt2gene",63
"NODE_12450_length_1319_cov_1.781646||full",29
"NODE_1716_length_5352_cov_3.329621||full",188
"NODE_9230_length_1602_cov_31.184228||full",564
"NODE_16099_length_1121_cov_2.816135||full",48
"NODE_4585_length_2627_cov_5.706454||full",179
"NODE_17420_length_1068_cov_2.723593||full",32
"NODE_6463_length_2045_cov_6.704020||full",222
"NODE_8146_length_1746_cov_2.614429||full",47
"NODE_12447_length_1319_cov_2.223101||full",42
"NODE_293_length_14330_cov_8.380876||full_1",794
"NODE_14441_length_1199_cov_1.484266||full",18
"NODE_9231_length_1602_cov_5.015514||full",96
"NODE_14778_length_1182_cov_2.433008||full",40
"NODE_2703_length_3868_cov_2.490427||full",123
"NODE_8914_length_1642_cov_3.251418||full",54
"NODE_12126_length_1340_cov_1.985992||full",27
"NODE_17259_length_1073_cov_3.488212||full",40
"NODE_13310_length_1264_cov_2.119934||full",50
"NODE_18112_length_1042_cov_1.361702||full",14
"NODE_11346_length_1400_cov_23.869145||full",340
"NODE_7202_length_1896_cov_3.148289||lt2gene",74
"NODE_10298_length_1491_cov_3.573816||full",54
"NODE_8634_length_1680_cov_2.648615||full",49
"NODE_17298_length_1072_cov_2.831858||full",30
"NODE_14447_length_1198_cov_3.216098||full",50
"NODE_3947_length_2927_cov_8.253482||full",530
"NODE_7936_length_1777_cov_29.688153||full",512
"NODE_870_length_8310_cov_14.798667||full",1308
"NODE_827_length_8577_cov_6.130955||full",588
"NODE_13084_length_1278_cov_2.080948||full",44
"NODE_15135_length_1164_cov_4.329125||full",47
"NODE_1895_length_5018_cov_3.162402||full",165
"NODE_8907_length_1643_cov_2.183249||full",38
"NODE_8224_length_1734_cov_3.373437||full",59
"NODE_16987_length_1085_cov_1.349515||full",17
"NODE_4369_length_2724_cov_3.109404||full",91
"NODE_7723_length_1806_cov_23.754997||full",455
"NODE_9942_length_1524_cov_3.428182||full",59
"NODE_7514_length_1838_cov_3.081324||full",64
"NODE_15562_length_1144_cov_3.910927||full",182
"NODE_12869_length_1290_cov_3.586235||full",47
"NODE_13154_length_1274_cov_2.130435||full",32
"NODE_12364_length_1325_cov_2.907087||full",40
"NODE_13868_length_1229_cov_3.904600||full",40
"NODE_2686_length_3883_cov_4.330199||full",185
"NODE_1064_length_7303_cov_7.318985||full",579
"NODE_2788_length_3773_cov_6.348306||full",291
"NODE_14804_length_1180_cov_5.602667||full_1",72
"NODE_5701_length_2242_cov_24.617284||full",530
"NODE_12958_length_1285_cov_2.639837||full",40
"NODE_9435_length_1577_cov_3.766754||full",68
"NODE_5070_length_2439_cov_3.368289||full",94
"NODE_13865_length_1230_cov_1.691915||full",28
"NODE_7291_length_1879_cov_3.622259||lt2gene",73
"NODE_13116_length_1276_cov_2.280098||lt2gene",39
"NODE_16309_length_1113_cov_1.308129||lt2gene",15
"NODE_9510_length_1569_cov_3.885073||lt2gene",70
"NODE_15090_length_1167_cov_2.158273||full",25
"NODE_2503_length_4096_cov_3.613709||full",157
"NODE_17357_length_1070_cov_3.055172||full",46
"NODE_8491_length_1700_cov_3.866261||full",72
"NODE_15791_length_1134_cov_4.354958||full",49
"NODE_4447_length_2691_cov_3.427542||full",106
"NODE_4896_length_2502_cov_3.581120||full",104
"NODE_9124_length_1616_cov_2.582960||lt2gene",42
"NODE_18259_length_1036_cov_4.305810||full",44
"NODE_2265_length_4373_cov_61.516211||full",2835
"NODE_743_length_9096_cov_8.128747||full",894
"NODE_5548_length_2289_cov_3.288720||full",87
"NODE_10975_length_1431_cov_3.255814||full",54
"NODE_10364_length_1485_cov_3.288811||full",68
"NODE_9345_length_1588_cov_2.477495||full",60
"NODE_15693_length_1138_cov_2.529086||full",35
"NODE_10183_length_1501_cov_2.571231||full",66
"NODE_13086_length_1278_cov_1.896157||full",15
"NODE_19240_length_1002_cov_2.331573||full",23
"NODE_1536_length_5751_cov_14.625351||full",908
"NODE_4238_length_2781_cov_6.841893||full",203
"NODE_4149_length_2816_cov_6.709526||full",225
"NODE_7482_length_1843_cov_6.901007||full",482
"NODE_2042_length_4768_cov_4.282623||full",228
"NODE_9123_length_1616_cov_2.628443||full",56
"NODE_694_length_9415_cov_5.320192||full",547
"NODE_4519_length_2657_cov_3.574174||full",102
"NODE_10181_length_1501_cov_3.053942||full",54
"NODE_11130_length_1416_cov_2.116091||full",30
"NODE_12430_length_1320_cov_3.370751||lt2gene",51
"NODE_9654_length_1554_cov_1.466978||lt2gene",23
"NODE_467_length_7145_cov_8.971086||full",683
"NODE_2610_length_2725_cov_4.278652||full",140
"NODE_5161_length_1877_cov_5.995609||full",115
"NODE_3931_length_2180_cov_3.193882||full",89
"NODE_6961_length_1565_cov_4.114570||full",71
"NODE_7288_length_1520_cov_2.579522||full",41
"NODE_1873_length_3277_cov_4.110490||full",140
"NODE_13679_length_1004_cov_3.945205||full",39
"NODE_9882_length_1250_cov_3.087866||full",50
"NODE_12871_length_1048_cov_1.835851||full",19
"NODE_2529_length_2771_cov_3.295655||full",96
"NODE_7690_length_1469_cov_5.785007||full",65
"NODE_5999_length_1715_cov_5.525904||full",82
"NODE_5771_length_1752_cov_3.532705||full",77
"NODE_5985_length_1718_cov_2.302465||full",38
"NODE_942_length_4740_cov_5.770331||full_1",95
"NODE_9621_length_1272_cov_6.941660||full",88
"NODE_7615_length_1478_cov_2.756852||lt2gene",43
"NODE_12118_length_1092_cov_2.680810||full",42
"NODE_3388_length_2374_cov_3.170332||full",112
"NODE_2101_length_3081_cov_5.348645||full",178
"NODE_4370_length_2056_cov_2.619190||full",58
"NODE_4497_length_2024_cov_3.214830||full",83
"NODE_997_length_4586_cov_3.921430||full",192
"NODE_7056_length_1549_cov_7.949130||full",156
"NODE_9486_length_1285_cov_3.513821||lt2gene",50
"NODE_5387_length_1831_cov_2.289977||full",48
"NODE_12903_length_1046_cov_2.763875||full",35
"NODE_12177_length_1088_cov_3.886738||full",44
"NODE_11735_length_1116_cov_2.976437||full",44
"NODE_11623_length_1124_cov_1.696913||full",20
"NODE_56_length_22116_cov_10.247224||full",2443
"NODE_237_length_11384_cov_29.745344||full",3529
"NODE_2579_length_2741_cov_21.613179||full",568
"NODE_1413_length_3768_cov_3.717479||full",153
"NODE_519_length_6707_cov_5.770595||full",409
"NODE_989_length_4603_cov_4.832894||full",226
"NODE_2243_length_2966_cov_4.379251||full",134
"NODE_7702_length_1468_cov_3.234961||full",70
"NODE_10201_length_1225_cov_2.223077||full",28
"NODE_11450_length_1135_cov_2.528704||full",29
"NODE_1910_length_3240_cov_61.010989||full",1824
"NODE_529_length_6587_cov_5.951929||full",439
"NODE_918_length_4819_cov_3.064232||full",156
"NODE_664_length_5785_cov_3.796161||full_1",163
"NODE_12158_length_1089_cov_5.371373||full",60
"NODE_6693_length_1603_cov_3.016150||full",49
"NODE_858_length_5008_cov_5.720977||full",317
"NODE_425_length_7617_cov_24.752843||full",1973
"NODE_4852_length_1944_cov_5.120699||full",102
"NODE_1640_length_3521_cov_5.452683||full",245
"NODE_694_length_5664_cov_3.498306||full",215
"NODE_4446_length_2037_cov_6.104945||lt2gene",127
"NODE_7705_length_1468_cov_2.903751||full",47
"NODE_13639_length_1006_cov_3.028391||full",30
"NODE_12151_length_1090_cov_2.226087||full",22
"NODE_11186_length_1154_cov_2.445860||full",29
"NODE_12957_length_1043_cov_2.331984||full",24
"NODE_9490_length_1285_cov_2.630894||full",279
"NODE_4543_length_2015_cov_23.680612||full",562
"NODE_2735_length_2659_cov_3.055684||full",114
"NODE_7973_length_1437_cov_3.192475||full",48
"NODE_7703_length_1468_cov_3.116773||full",49
"NODE_1972_length_3185_cov_4.228435||full",174
"NODE_3210_length_2445_cov_2.953556||full",82
"NODE_12539_length_1067_cov_3.125494||full",33
"NODE_4065_length_2144_cov_3.235519||full",74
"NODE_6629_length_1613_cov_3.034660||full",58
"NODE_245_length_11164_cov_18.647133||full",2246
"NODE_4318_length_2072_cov_2.843827||full",64
"NODE_3602_length_2290_cov_2.834899||full",66
"NODE_1532_length_3632_cov_4.901873||full",261
